ts,user_id,country_id,site_id
2019-02-01 03:35:59,LC352D,TL6,N0OTG
2019-02-01 03:36:34,LC3C56,TL6,N0OTG
2019-02-01 03:39:06,LC3450,TL6,N0OTG
2019-02-01 03:39:12,LC35EA,TL6,N0OTG
2019-02-01 03:44:49,LC329C,TL6,N0OTG
2019-02-01 03:55:50,LC376D,TL6,N0OTG
2019-02-01 03:57:33,LC373F,TL6,QGO3G
2019-02-01 03:58:28,LC32BC,TL6,N0OTG
2019-02-01 04:07:48,LC31A1,TL6,QGO3G
2019-02-01 04:08:55,LC31A1,TL6,QGO3G
2019-02-01 04:13:07,LC3B84,TL6,N0OTG
2019-02-01 04:14:31,LC33DE,TL6,QGO3G
2019-02-01 04:23:41,LC3D62,TL6,N0OTG
2019-02-01 04:25:08,LC32C5,HVQ,GVOFK
2019-02-01 04:25:48,LC3212,TL6,N0OTG
2019-02-01 04:29:30,LC33A8,TL6,N0OTG
2019-02-01 04:30:21,LC3245,TL6,N0OTG
2019-02-01 04:37:53,LCBAC3,TL6,QGO3G
2019-02-01 04:38:30,LC5CC3,TL6,N0OTG
2019-02-01 04:39:00,LC305A,TL6,3POLC
2019-02-01 04:39:52,LC305A,TL6,3POLC
2019-02-01 04:41:18,LC305A,TL6,3POLC
2019-02-01 04:43:09,LC305A,TL6,3POLC
2019-02-01 04:44:22,LC305A,TL6,3POLC
2019-02-01 04:45:22,LC305A,TL6,3POLC
2019-02-01 04:47:25,LC3362,TL6,N0OTG
2019-02-01 04:50:40,LC3D26,TL6,N0OTG
2019-02-01 04:51:08,LC371C,TL6,QGO3G
2019-02-01 04:58:11,LC3781,TL6,N0OTG
2019-02-01 04:59:19,LC31ED,TL6,QGO3G
2019-02-01 05:02:18,LCC36E,QLT,N0OTG
2019-02-01 05:03:50,LC3913,TL6,QGO3G
2019-02-01 05:24:22,LC3E43,TL6,N0OTG
2019-02-01 05:26:05,LC3345,TL6,N0OTG
2019-02-01 05:30:54,LCC364,TL6,N0OTG
2019-02-01 05:31:48,LCC36E,QLT,N0OTG
2019-02-01 05:38:27,LCDC3A,TL6,N0OTG
2019-02-01 05:38:59,LC3872,TL6,QGO3G
2019-02-01 06:17:15,LC3E0C,QLT,N0OTG
2019-02-01 06:20:15,LCC3E6,QLT,5NPAU
2019-02-01 06:30:57,LC311C,TL6,N0OTG
2019-02-01 06:32:46,LC333E,TL6,3POLC
2019-02-01 06:37:59,LC3A05,QLT,5NPAU
2019-02-01 06:44:42,LC392E,BDV,N0OTG
2019-02-01 07:36:56,LC3FAE,BDV,5NPAU
2019-02-01 07:38:55,LCAC3B,XA7,N0OTG
2019-02-01 07:55:32,LC3376,TL6,N0OTG
2019-02-01 08:40:38,LC399E,TL6,N0OTG
2019-02-01 08:44:47,LC3066,HVQ,GVOFK
2019-02-01 08:53:29,LC3964,QLT,5NPAU
2019-02-01 08:58:35,LC3AFF,BDV,3POLC
2019-02-01 09:07:24,LC3B5D,BDV,5NPAU
2019-02-01 09:12:18,LC22C3,TL6,3POLC
2019-02-01 09:16:22,LC322C,TL6,N0OTG
2019-02-01 09:24:37,LC3DA1,QLT,5NPAU
2019-02-01 09:30:20,LC3024,QLT,5NPAU
2019-02-01 09:34:41,LC3B5A,QLT,N0OTG
2019-02-01 09:45:56,LC3F96,TL6,N0OTG
2019-02-01 09:52:36,LC3E8F,TL6,N0OTG
2019-02-01 09:52:37,LC37C6,QLT,5NPAU
2019-02-01 09:54:18,LC3008,TL6,N0OTG
2019-02-01 09:59:53,LC3008,TL6,N0OTG
2019-02-01 10:05:41,LC3BA6,QLT,5NPAU
2019-02-01 10:06:53,LC7C30,BDV,5NPAU
2019-02-01 10:09:53,LC3ADC,TL6,N0OTG
2019-02-01 10:19:56,LC39E2,QLT,3POLC
2019-02-01 10:43:03,LC35E8,QLT,5NPAU
2019-02-01 10:43:08,LC35E8,QLT,5NPAU
2019-02-01 10:43:11,LC35E8,QLT,5NPAU
2019-02-01 10:43:17,LC35E8,QLT,5NPAU
2019-02-01 10:43:25,LC35E8,QLT,5NPAU
2019-02-01 10:43:26,LC35E8,QLT,5NPAU
2019-02-01 10:43:42,LC35E8,QLT,5NPAU
2019-02-01 10:43:51,LC35E8,QLT,5NPAU
2019-02-01 10:48:58,LCECC3,QLT,5NPAU
2019-02-01 10:50:04,LCECC3,QLT,5NPAU
2019-02-01 10:50:27,LC37F5,QLT,5NPAU
2019-02-01 10:50:58,LC35E8,QLT,5NPAU
2019-02-01 10:51:01,LC35E8,QLT,5NPAU
2019-02-01 10:52:57,LC3E1C,QLT,5NPAU
2019-02-01 10:54:24,LC3A11,QLT,5NPAU
2019-02-01 10:57:32,LC34B9,QLT,5NPAU
2019-02-01 10:58:07,LC3B7F,QLT,5NPAU
2019-02-01 11:02:10,LC88C3,QLT,5NPAU
2019-02-01 11:05:02,LC33FE,QLT,5NPAU
2019-02-01 11:05:06,LC37E2,TL6,N0OTG
2019-02-01 11:07:52,LC3222,TL6,QGO3G
2019-02-01 11:08:36,LC3DD0,QLT,5NPAU
2019-02-01 11:10:37,LC3FBE,BDV,5NPAU
2019-02-01 11:11:10,LC2C3B,QLT,5NPAU
2019-02-01 11:11:54,LCC3DB,BDV,5NPAU
2019-02-01 11:16:47,LC39EE,BDV,5NPAU
2019-02-01 11:17:07,LC35E8,QLT,5NPAU
2019-02-01 11:18:00,LCFC34,TL6,N0OTG
2019-02-01 11:24:54,LC3E45,TL6,N0OTG
2019-02-01 11:25:14,LC39B4,QLT,5NPAU
2019-02-01 11:25:18,LC369C,QLT,5NPAU
2019-02-01 11:26:40,LC3222,TL6,QGO3G
2019-02-01 11:26:58,LC3021,QLT,5NPAU
2019-02-01 11:27:43,LC3A2B,QLT,5NPAU
2019-02-01 11:35:59,LC3CD7,QLT,5NPAU
2019-02-01 11:38:13,LC3831,QLT,5NPAU
2019-02-01 11:40:59,LC34A1,QLT,5NPAU
2019-02-01 11:44:49,LC8C37,QLT,5NPAU
2019-02-01 11:47:55,LC354E,QLT,5NPAU
2019-02-01 11:50:01,LC34E5,QLT,N0OTG
2019-02-01 11:51:08,LC3222,TL6,QGO3G
2019-02-01 11:51:39,LC33D5,QLT,5NPAU
2019-02-01 11:51:50,LC3E34,QLT,5NPAU
2019-02-01 11:55:01,LC308E,QLT,5NPAU
2019-02-01 11:55:21,LC36C7,QLT,5NPAU
2019-02-01 11:55:25,LC8C30,TL6,N0OTG
2019-02-01 11:55:35,LC308E,QLT,5NPAU
2019-02-01 11:58:04,LC365A,BDV,5NPAU
2019-02-01 11:58:26,LC323B,QLT,5NPAU
2019-02-01 12:05:18,LC37D9,HVQ,3POLC
2019-02-01 12:05:23,LC8C37,QLT,5NPAU
2019-02-01 12:06:11,LC3730,QLT,5NPAU
2019-02-01 12:06:38,LC31EF,BDV,N0OTG
2019-02-01 12:06:39,LC8C37,QLT,5NPAU
2019-02-01 12:07:32,LC3A59,TL6,N0OTG
2019-02-01 12:08:07,LC3212,TL6,N0OTG
2019-02-01 12:09:45,LC30D6,BDV,5NPAU
2019-02-01 12:13:01,LC77C3,TL6,QGO3G
2019-02-01 12:13:50,LC3A59,TL6,N0OTG
2019-02-01 12:13:55,LC39A6,BDV,5NPAU
2019-02-01 12:16:07,LC3A59,TL6,N0OTG
2019-02-01 12:16:47,LC3A59,TL6,N0OTG
2019-02-01 12:23:47,LC3A59,TL6,N0OTG
2019-02-01 12:28:04,LC3F25,TL6,QGO3G
2019-02-01 12:35:47,LC3016,BDV,5NPAU
2019-02-01 12:40:17,LCEDC3,HVQ,GVOFK
2019-02-01 12:41:09,LC382C,QLT,5NPAU
2019-02-01 12:42:12,LC3A03,BDV,5NPAU
2019-02-01 12:54:33,LC3A59,TL6,N0OTG
2019-02-01 12:54:37,LC3A59,TL6,N0OTG
2019-02-01 12:56:38,LC34E8,QLT,5NPAU
2019-02-01 13:01:09,LC333E,QLT,5NPAU
2019-02-01 13:01:44,LC336C,BDV,5NPAU
2019-02-01 13:02:06,LC3A59,TL6,N0OTG
2019-02-01 13:03:00,LC365B,XA7,N0OTG
2019-02-01 13:03:53,LC3A59,TL6,N0OTG
2019-02-01 13:07:59,LC319E,TL6,N0OTG
2019-02-01 13:08:27,LCCC3D,BDV,5NPAU
2019-02-01 13:10:15,LC3A59,TL6,N0OTG
2019-02-01 13:11:24,LC3A59,TL6,N0OTG
2019-02-01 13:14:08,LC33A0,BDV,5NPAU
2019-02-01 13:14:08,LC3EB3,QLT,5NPAU
2019-02-01 13:16:38,LC3CA8,TL6,N0OTG
2019-02-01 13:19:06,LC3C4C,TL6,N0OTG
2019-02-01 13:19:22,LC3A59,TL6,N0OTG
2019-02-01 13:20:31,LC3A59,TL6,N0OTG
2019-02-01 13:21:39,LC343D,QLT,N0OTG
2019-02-01 13:28:31,LC1C3C,XA7,N0OTG
2019-02-01 13:29:37,LC3A59,TL6,N0OTG
2019-02-01 13:30:58,LC3778,QLT,5NPAU
2019-02-01 13:31:05,LC3778,QLT,5NPAU
2019-02-01 13:31:20,LC3778,QLT,5NPAU
2019-02-01 13:31:29,LC30DD,QLT,5NPAU
2019-02-01 13:32:09,LC3778,QLT,5NPAU
2019-02-01 13:35:04,LC35B3,TL6,N0OTG
2019-02-01 13:38:40,LCC3F4,TL6,N0OTG
2019-02-01 13:39:47,LC3493,NVV,N0OTG
2019-02-01 13:45:36,LC3362,BDV,5NPAU
2019-02-01 13:53:21,LC3EB2,TL6,N0OTG
2019-02-01 13:53:24,LC35F2,QLT,N0OTG
2019-02-01 13:58:51,LC3185,XA7,N0OTG
2019-02-01 13:59:03,LC3FCA,TL6,QGO3G
2019-02-01 14:00:52,LC36AC,BDV,5NPAU
2019-02-01 14:03:32,LC3AF4,BDV,5NPAU
2019-02-01 14:03:57,LC3DE6,BDV,5NPAU
2019-02-01 14:04:09,LC3D89,TL6,QGO3G
2019-02-01 14:14:37,LC3A59,TL6,N0OTG
2019-02-01 14:22:45,LC3A59,TL6,N0OTG
2019-02-01 14:25:56,LC3492,BDV,N0OTG
2019-02-01 14:30:26,LC3A59,TL6,N0OTG
2019-02-01 14:30:49,LC3A59,TL6,N0OTG
2019-02-01 14:36:52,LC3D52,TL6,N0OTG
2019-02-01 14:39:08,LCC345,TL6,QGO3G
2019-02-01 14:45:29,LC32C4,BDV,5NPAU
2019-02-01 14:46:56,LC32BE,TL6,QGO3G
2019-02-01 14:47:03,LCC345,TL6,QGO3G
2019-02-01 14:47:10,LC37FF,QLT,5NPAU
2019-02-01 14:48:59,LCC3C6,QLT,5NPAU
2019-02-01 14:49:01,LC34F3,BDV,5NPAU
2019-02-01 14:51:30,LC385C,TL6,N0OTG
2019-02-01 14:52:24,LC3E03,TL6,QGO3G
2019-02-01 14:54:45,LC37BC,QLT,5NPAU
2019-02-01 14:55:05,LCC345,TL6,QGO3G
2019-02-01 14:57:09,LC35DE,TL6,N0OTG
2019-02-01 15:00:13,LC3FD9,TL6,QGO3G
2019-02-01 15:01:45,LC313E,TL6,QGO3G
2019-02-01 15:06:44,LC39B3,BDV,5NPAU
2019-02-01 15:07:07,LC36D2,TL6,QGO3G
2019-02-01 15:07:23,LC3177,TL6,N0OTG
2019-02-01 15:11:03,LC39B3,BDV,5NPAU
2019-02-01 15:15:02,LC35DE,TL6,N0OTG
2019-02-01 15:15:42,LC3E54,BDV,N0OTG
2019-02-01 15:20:51,LC3AA2,TL6,N0OTG
2019-02-01 15:22:07,LC3884,QLT,5NPAU
2019-02-01 15:22:29,LC30E0,XA7,N0OTG
2019-02-01 15:23:43,LC3E51,TL6,N0OTG
2019-02-01 15:32:10,LC32C4,BDV,5NPAU
2019-02-01 15:34:44,LC3F87,BDV,5NPAU
2019-02-01 15:35:37,LC3008,TL6,QGO3G
2019-02-01 15:36:02,LC3E9B,TL6,QGO3G
2019-02-01 15:38:54,LC3F65,HVQ,GVOFK
2019-02-01 15:43:23,LC3831,QLT,5NPAU
2019-02-01 15:52:48,LC32BC,TL6,N0OTG
2019-02-01 15:53:11,LC3181,TL6,N0OTG
2019-02-01 16:03:41,LC323B,TL6,QGO3G
2019-02-01 16:03:51,LC340F,HVQ,GVOFK
2019-02-01 16:09:11,LC39E1,BDV,5NPAU
2019-02-01 16:12:36,LC3688,TL6,N0OTG
2019-02-01 16:15:09,LC34A5,BDV,5NPAU
2019-02-01 16:19:10,LC3A12,BDV,5NPAU
2019-02-01 16:19:19,LCC389,QLT,5NPAU
2019-02-01 16:25:39,LC316B,QLT,5NPAU
2019-02-01 16:29:27,LC31B4,TL6,N0OTG
2019-02-01 16:30:57,LC3C26,BDV,5NPAU
2019-02-01 16:36:00,LC3F4D,TL6,QGO3G
2019-02-01 16:38:34,LC3881,TL6,QGO3G
2019-02-01 16:41:40,LC3F64,TL6,QGO3G
2019-02-01 16:44:07,LC3F08,TL6,N0OTG
2019-02-01 16:45:25,LC33DE,QLT,N0OTG
2019-02-01 16:46:55,LC36E4,TL6,N0OTG
2019-02-01 16:48:05,LCC3B9,BDV,5NPAU
2019-02-01 16:49:19,LC390D,BDV,5NPAU
2019-02-01 16:53:39,LC3432,QLT,5NPAU
2019-02-01 16:54:08,LC3585,TL6,QGO3G
2019-02-01 16:57:24,LC395B,BDV,5NPAU
2019-02-01 16:58:28,LC315B,TL6,QGO3G
2019-02-01 17:01:33,LC36C3,BDV,5NPAU
2019-02-01 17:02:37,LC37DD,TL6,QGO3G
2019-02-01 17:03:38,LC34BD,XA7,N0OTG
2019-02-01 17:04:59,LC3F9E,QLT,N0OTG
2019-02-01 17:06:45,LC339F,BDV,5NPAU
2019-02-01 17:10:32,LC3E27,TL6,N0OTG
2019-02-01 17:12:31,LC394D,QLT,5NPAU
2019-02-01 17:12:33,LC39F0,BDV,5NPAU
2019-02-01 17:14:39,LCA4C3,BDV,N0OTG
2019-02-01 17:14:48,LC3F34,QLT,N0OTG
2019-02-01 17:15:10,LC3A8B,TL6,N0OTG
2019-02-01 17:22:33,LC39DD,TL6,N0OTG
2019-02-01 17:22:56,LC3AB7,BDV,5NPAU
2019-02-01 17:23:14,LC35F7,TL6,QGO3G
2019-02-01 17:23:55,LC330F,QLT,5NPAU
2019-02-01 17:25:38,LC39DD,TL6,N0OTG
2019-02-01 17:26:14,LC39DD,TL6,N0OTG
2019-02-01 17:27:40,LC3424,BDV,5NPAU
2019-02-01 17:27:42,LC3424,BDV,5NPAU
2019-02-01 17:28:55,LCA7C3,BDV,5NPAU
2019-02-01 17:28:56,LCA7C3,BDV,5NPAU
2019-02-01 17:28:59,LCA7C3,BDV,5NPAU
2019-02-01 17:29:05,LCA7C3,BDV,5NPAU
2019-02-01 17:29:26,LCA7C3,BDV,5NPAU
2019-02-01 17:29:29,LCA7C3,BDV,5NPAU
2019-02-01 17:32:39,LC342A,TL6,N0OTG
2019-02-01 17:36:46,LC307E,QLT,5NPAU
2019-02-01 17:39:49,LC37CB,QLT,5NPAU
2019-02-01 17:40:45,LCA4C3,BDV,N0OTG
2019-02-01 17:40:47,LC3596,QLT,N0OTG
2019-02-01 17:41:35,LC353B,BDV,5NPAU
2019-02-01 17:42:58,LC342A,TL6,N0OTG
2019-02-01 17:44:39,LC0C35,QLT,5NPAU
2019-02-01 17:45:12,LC3F9F,TL6,N0OTG
2019-02-01 17:45:36,LC372E,QLT,5NPAU
2019-02-01 17:47:38,LC36D3,QLT,5NPAU
2019-02-01 17:55:02,LC323E,BDV,N0OTG
2019-02-01 17:57:22,LC309B,BDV,5NPAU
2019-02-01 17:57:24,LC328B,QLT,5NPAU
2019-02-01 17:58:53,LC3B94,QLT,5NPAU
2019-02-01 17:59:04,LCC3A7,BDV,5NPAU
2019-02-01 17:59:54,LC3F69,QLT,5NPAU
2019-02-01 18:00:09,LC3B3C,BDV,N0OTG
2019-02-01 18:02:34,LC38A3,QLT,5NPAU
2019-02-01 18:03:10,LC2C3A,QLT,5NPAU
2019-02-01 18:05:30,LCC32A,BDV,5NPAU
2019-02-01 18:06:39,LC3181,TL6,N0OTG
2019-02-01 18:07:45,LC3331,BDV,N0OTG
2019-02-01 18:08:22,LCEFC3,BDV,5NPAU
2019-02-01 18:09:53,LC9C31,QLT,5NPAU
2019-02-01 18:10:19,LC33DB,BDV,N0OTG
2019-02-01 18:11:21,LC3730,QLT,5NPAU
2019-02-01 18:13:24,LC345B,BDV,5NPAU
2019-02-01 18:13:26,LC31A1,TL6,N0OTG
2019-02-01 18:14:49,LC3C02,BDV,5NPAU
2019-02-01 18:16:39,LC3653,QLT,5NPAU
2019-02-01 18:16:44,LC3DD2,QLT,5NPAU
2019-02-01 18:17:36,LCC3E7,NVV,N0OTG
2019-02-01 18:19:33,LCCC33,QLT,5NPAU
2019-02-01 18:19:40,LC3659,QLT,5NPAU
2019-02-01 18:20:01,LCA3C3,BDV,5NPAU
2019-02-01 18:20:34,LC3510,BDV,5NPAU
2019-02-01 18:22:20,LC36F6,BDV,N0OTG
2019-02-01 18:22:29,LC3208,QLT,5NPAU
2019-02-01 18:22:32,LC33BF,QLT,5NPAU
2019-02-01 18:23:18,LC3A24,TL6,QGO3G
2019-02-01 18:23:30,LC34F3,BDV,5NPAU
2019-02-01 18:23:33,LC3C2F,BDV,5NPAU
2019-02-01 18:24:48,LC38EB,TL6,N0OTG
2019-02-01 18:24:59,LC38EB,TL6,N0OTG
2019-02-01 18:25:25,LC4DC3,QLT,5NPAU
2019-02-01 18:25:29,LC3DB6,QLT,5NPAU
2019-02-01 18:25:34,LC9C3A,QLT,5NPAU
2019-02-01 18:25:46,LC3C2F,BDV,5NPAU
2019-02-01 18:26:33,LC38EB,TL6,N0OTG
2019-02-01 18:27:23,LC3DB6,QLT,5NPAU
2019-02-01 18:27:35,LC3DB6,QLT,5NPAU
2019-02-01 18:27:43,LC3C02,BDV,5NPAU
2019-02-01 18:29:03,LC6C30,QLT,5NPAU
2019-02-01 18:32:14,LC3C20,QLT,5NPAU
2019-02-01 18:33:04,LC3614,QLT,5NPAU
2019-02-01 18:33:25,LC3120,QLT,5NPAU
2019-02-01 18:34:23,LC3F07,BDV,5NPAU
2019-02-01 18:36:09,LC31C7,QLT,5NPAU
2019-02-01 18:36:39,LC37CD,QLT,5NPAU
2019-02-01 18:36:50,LC33D9,QLT,5NPAU
2019-02-01 18:37:07,LC3DC4,BDV,5NPAU
2019-02-01 18:38:26,LC377E,BDV,5NPAU
2019-02-01 18:39:16,LC3AA4,QLT,5NPAU
2019-02-01 18:43:07,LC3120,QLT,5NPAU
2019-02-01 18:44:53,LC3AA4,QLT,5NPAU
2019-02-01 18:47:49,LC3D2A,TL6,QGO3G
2019-02-01 18:48:07,LC22C3,TL6,3POLC
2019-02-01 18:49:05,LC3E71,BDV,5NPAU
2019-02-01 18:50:20,LC3525,TL6,N0OTG
2019-02-01 18:51:01,LC3A24,BDV,5NPAU
2019-02-01 18:51:23,LC22C3,TL6,3POLC
2019-02-01 18:52:47,LC37A2,QLT,5NPAU
2019-02-01 18:53:01,LC3C86,QLT,5NPAU
2019-02-01 18:54:00,LCBC33,QLT,5NPAU
2019-02-01 18:55:07,LC311C,QLT,5NPAU
2019-02-01 18:57:28,LC3A6C,BDV,5NPAU
2019-02-01 18:58:30,LC31DD,BDV,5NPAU
2019-02-01 18:59:19,LC36F9,BDV,5NPAU
2019-02-01 18:59:41,LC3761,QLT,5NPAU
2019-02-01 18:59:44,LC363E,BDV,5NPAU
2019-02-01 18:59:50,LCFC3D,TL6,N0OTG
2019-02-01 19:01:21,LCC324,BDV,5NPAU
2019-02-01 19:02:37,LCEBC3,QLT,5NPAU
2019-02-01 19:03:15,LC370B,BDV,N0OTG
2019-02-01 19:05:53,LC3DD9,BDV,5NPAU
2019-02-01 19:06:27,LC3A22,QLT,5NPAU
2019-02-01 19:06:31,LCC3F1,BDV,5NPAU
2019-02-01 19:07:35,LC3CAD,QLT,5NPAU
2019-02-01 19:08:15,LC3892,QLT,5NPAU
2019-02-01 19:10:01,LC3EAA,QLT,5NPAU
2019-02-01 19:11:36,LC4C30,QLT,5NPAU
2019-02-01 19:12:25,LC37F8,QLT,5NPAU
2019-02-01 19:15:02,LC4C31,QLT,5NPAU
2019-02-01 19:16:27,LC8C3B,BDV,5NPAU
2019-02-01 19:16:53,LC3E36,BDV,5NPAU
2019-02-01 19:23:29,LC3D81,QLT,5NPAU
2019-02-01 19:24:02,LC34BD,BDV,5NPAU
2019-02-01 19:24:05,LC34BD,BDV,5NPAU
2019-02-01 19:24:09,LC38BB,BDV,5NPAU
2019-02-01 19:24:16,LC34BD,BDV,5NPAU
2019-02-01 19:27:16,LC3491,QLT,5NPAU
2019-02-01 19:27:20,LC3486,QLT,5NPAU
2019-02-01 19:27:57,LC3B37,QLT,N0OTG
2019-02-01 19:29:02,LC3994,BDV,5NPAU
2019-02-01 19:29:24,LC3486,QLT,5NPAU
2019-02-01 19:30:23,LC3B22,QLT,5NPAU
2019-02-01 19:30:26,LC31E6,BDV,5NPAU
2019-02-01 19:31:36,LC3831,QLT,5NPAU
2019-02-01 19:35:25,LC374B,BDV,5NPAU
2019-02-01 19:36:11,LC33CF,QLT,5NPAU
2019-02-01 19:38:15,LC363D,QLT,5NPAU
2019-02-01 19:41:02,LC28C3,TL6,N0OTG
2019-02-01 19:41:32,LC3A90,QLT,5NPAU
2019-02-01 19:41:39,LCC343,QLT,5NPAU
2019-02-01 19:42:53,LCC3DE,BDV,5NPAU
2019-02-01 19:43:00,LC32C2,QLT,5NPAU
2019-02-01 19:46:35,LC331B,TL6,QGO3G
2019-02-01 19:48:37,LCDC36,QLT,5NPAU
2019-02-01 19:48:41,LC32EE,QLT,5NPAU
2019-02-01 19:48:42,LC3201,BDV,N0OTG
2019-02-01 19:50:22,LC3532,BDV,5NPAU
2019-02-01 19:51:11,LC3524,BDV,5NPAU
2019-02-01 19:52:20,LC3DEA,TL6,N0OTG
2019-02-01 19:53:21,LC31CE,QLT,5NPAU
2019-02-01 19:54:43,LC31CE,QLT,5NPAU
2019-02-01 19:54:45,LC31CE,QLT,5NPAU
2019-02-01 19:54:47,LC31CE,QLT,5NPAU
2019-02-01 19:55:50,LC33B0,QLT,5NPAU
2019-02-01 19:56:04,LC3C66,QLT,5NPAU
2019-02-01 19:56:40,LC35DE,TL6,N0OTG
2019-02-01 19:56:47,LCC381,TL6,N0OTG
2019-02-01 19:58:15,LC7C32,BDV,5NPAU
2019-02-01 19:58:33,LC38D1,BDV,N0OTG
2019-02-01 19:58:42,LC3371,TL6,QGO3G
2019-02-01 19:59:23,LC33CF,QLT,5NPAU
2019-02-01 19:59:26,LC308B,BDV,N0OTG
2019-02-01 19:59:28,LC3C95,QLT,5NPAU
2019-02-01 20:03:22,LC3D39,BDV,5NPAU
2019-02-01 20:06:31,LC35C4,QLT,5NPAU
2019-02-01 20:07:49,LC3EAA,QLT,5NPAU
2019-02-01 20:08:04,LC31CE,QLT,5NPAU
2019-02-01 20:09:05,LC3767,QLT,5NPAU
2019-02-01 20:09:24,LC3757,QLT,5NPAU
2019-02-01 20:09:50,LC394E,TL6,QGO3G
2019-02-01 20:13:10,LC365E,QLT,5NPAU
2019-02-01 20:13:37,LC3AD3,QLT,5NPAU
2019-02-01 20:13:38,LC30D0,BDV,5NPAU
2019-02-01 20:13:38,LC3AD3,QLT,5NPAU
2019-02-01 20:13:40,LC3AD3,QLT,5NPAU
2019-02-01 20:14:53,LC3812,BDV,5NPAU
2019-02-01 20:15:12,LC39C4,BDV,N0OTG
2019-02-01 20:16:06,LC3435,BDV,5NPAU
2019-02-01 20:17:05,LC56C3,QLT,5NPAU
2019-02-01 20:18:36,LC3405,TL6,QGO3G
2019-02-01 20:19:22,LC34A3,BDV,5NPAU
2019-02-01 20:22:54,LC3D2F,TL6,N0OTG
2019-02-01 20:26:04,LC39E1,BDV,5NPAU
2019-02-01 20:27:06,LC316F,QLT,N0OTG
2019-02-01 20:27:39,LC3C5E,BDV,5NPAU
2019-02-01 20:34:30,LC3721,TL6,QGO3G
2019-02-01 20:38:34,LC3869,QLT,5NPAU
2019-02-01 20:38:59,LC335F,BDV,5NPAU
2019-02-01 20:39:01,LC3FE5,BDV,5NPAU
2019-02-01 20:39:41,LC3E50,QLT,5NPAU
2019-02-01 20:39:47,LC3E97,QLT,5NPAU
2019-02-01 20:39:55,LC348F,TL6,QGO3G
2019-02-01 20:42:51,LC3E18,TL6,QGO3G
2019-02-01 20:49:08,LCFC3E,BDV,5NPAU
2019-02-01 20:49:13,LCFC3E,BDV,5NPAU
2019-02-01 20:52:07,LC3A4C,QLT,5NPAU
2019-02-01 20:53:35,LC30B7,QLT,5NPAU
2019-02-01 20:53:56,LC3973,BDV,5NPAU
2019-02-01 20:54:24,LC39C4,BDV,N0OTG
2019-02-01 20:54:24,LC3973,BDV,5NPAU
2019-02-01 20:54:28,LC3973,BDV,5NPAU
2019-02-01 20:54:33,LC3973,BDV,5NPAU
2019-02-01 20:54:35,LC3973,BDV,5NPAU
2019-02-01 20:56:46,LC3D1C,QLT,5NPAU
2019-02-01 21:00:47,LC35DE,TL6,N0OTG
2019-02-01 21:00:58,LC30DC,TL6,N0OTG
2019-02-01 21:15:11,LC32E2,BDV,5NPAU
